"","record_id","title","subject","institution","journal","publisher","country","author","urls","article_type","retraction_date","retraction_doi","retraction_pub_med_id","original_paper_date","original_paper_doi","original_paper_pub_med_id","retraction_nature","reason","paywalled","notes","duration_in_months","retraction_year"
"460",22587,"Preference Judgments for Polygons, Designs, and Drawings","(HSC) Medicine - Psychiatry;(SOC) Psychology;","University of London;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1972-04-01,"10.2466/pms.1972.34.2.396",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",574.310344827586,2020
"461",22586,"The Orthogonality of Psychoticism and Neuroticism: A Factorial Study","(HSC) Medicine - Psychiatry;(SOC) Psychology;","Institute of Psychiatry, Denmark Hill;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck;Sybil B G Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1971-10-01,"10.2466/pms.1971.33.2.461",5124100,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",580.310344827586,2020
"462",22585,"Individual Differences in Tapping Performance as a Function of Time on the Task","(HSC) Medicine - Psychiatry;(SOC) Psychology;","Institute of Psychiatry, University of London;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Glenn D Wilson;Olive A Tunstall;Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1971-10-01,"10.2466/pms.1971.33.2.375",5124093,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",580.310344827586,2020
"463",22584,"Attitudes to Sex, Personality and LIE Scale Scores","(HSC) Medicine - Psychiatry;(SOC) Psychology;","Institute of Psychiatry, University of London;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Sybil B G Eysenck;Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1971-08-01,"10.2466/pms.1971.33.1.216",5095788,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",582.310344827586,2020
"464",22583,"Cultural Relativity in Aesthetic Judgments: An Empirical Study","(HSC) Medicine - Psychiatry;(SOC) Sociology;","Institute of Psychiatry, University of London; Chukyo University;","Perceptual and Motor Skills","SAGE Publications","Japan;United Kingdom","Hans J Eysenck;Saburo Iwawaki","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1971-06-01,"10.2466/pms.1971.32.3.817",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",584.310344827586,2020
"465",22582,"Relation between Intelligence and Personality","(HSC) Medicine - Psychiatry;(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1971-04-01,"10.2466/pms.1971.32.2.637",5089096,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",586.310344827586,2020
"466",22581,"Extraversion, Intelligence, and Ability to Draw a Person","(HSC) Medicine - Psychiatry;(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Sybil B G Eysenck;T Russell;Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1970-06-01,"10.2466/pms.1970.30.3.925",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",596.310344827586,2020
"467",22580,"An Application of the Maitland Graves Design Judgment Test to Professional Artists","(HSC) Medicine - Psychiatry;(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1970-04-01,"10.2466/pms.1970.30.2.589",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",598.310344827586,2020
"468",22579,"A New Theory of Post-Rest Upswing or âWarm-upâ in Motor Learning","(HSC) Medicine - Psychiatry;(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1969-06-01,"10.2466/pms.1969.28.3.992",5808993,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",608.310344827586,2020
"469",22578,"Salivary Response to Lemon Juice as a Measure of Introversion","(HSC) Medicine - Psychiatry;(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Sybil B G Eysenck;Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1967-06-01,"10.2466/pms.1967.24.3c.1047",5622755,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",632.310344827586,2020
"470",22514,"Factor-Analytic Study of the Maitland Graves Design Judgment Test","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1967-02-01,"10.2466/pms.1967.24.1.73",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",636.310344827586,2020
"471",22513,"On the Dual Function of Consolidation","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1966-02-01,"10.2466/pms.1966.22.1.273",5906729,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",648.310344827586,2020
"472",22512,"Involuntary Rest Pauses in Tapping as a Function of Drive and Personality","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1964-02-01,"10.2466/pms.1964.18.1.173",14116325,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",672.310344827586,2020
"473",22511,"Figural After-Effects, Personality, and Inter-Sensory Comparisons","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1962-10-01,"10.2466/pms.1962.15.2.405",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",688.310344827586,2020
"474",22510,"Performance and Reminiscence on a Symbol Substitution Task as a Function of Drive","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck;R A Willett","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1962-10-01,"10.2466/pms.1962.15.2.389",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",688.310344827586,2020
"475",22509,"Cue Utilization as a Function of Drive: An Experimental Study","(SOC) Psychology;","Institute of Psychiatry, University of London;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","C G Costello;Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1962-08-01,"10.2466/pms.1962.15.1.229",13891131,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",690.310344827586,2020
"476",22508,"Persistence, Personality, and Motivation","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","C G Costello;Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1961-04-01,"10.2466/pms.1961.12.2.169",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",706.310344827586,2020
"477",22507,"Tolerance for Pain, Extraversion and Neuroticism","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","R Lynn;Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1961-04-01,"10.2466/pms.1961.12.2.161",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",706.310344827586,2020
"478",22506,"Spiral After-Effect as a Function of Length of Stimulation","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","H Holland;Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1960-10-01,"10.2466/pms.1960.11.2.228",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",712.310344827586,2020
"479",22505,"Reminiscence and Post-Rest Increment after Massed Practice","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1960-10-01,"10.2466/pms.1960.11.2.221",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",712.310344827586,2020
"480",22504,"Length of Spiral After-Effect as a Function of Drive","(SOC) Psychology;","Institute of Psychiatry, University of London ;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck;H Holland","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1960-10-01,"10.2466/pms.1960.11.2.129",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",712.310344827586,2020
"481",22502,"Incomplete Exchange Rate Pass-Through: Evidence from Exchange Rate Reform in China","(B/T) Business - Economics;","School of International Business, Southwestern University of Finance and Economics, Chengdu, Sichuan, China; Research Institute of Economics and Management, Southwestern University of Finance and Economics, Chengdu, Sichuan, China;","Emerging Markets Finance and Trade","Taylor and Francis","China","Yunong Li;Teng Zhang","","Research Article;",2020-02-11,"10.1080/1540496X.2019.1700081",0,2018-01-05,"10.1080/1540496X.2016.1243940",0,"Retraction","+Duplication of Article;","No","",25.2068965517241,2020
"482",22485,"Reminiscence as a Function of Rest, Practice, and Personality","(SOC) Psychology;","Institute of Psychiatry (Maudsley Hospital), University of London;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1960-08-01,"10.2466/pms.1960.11.1.91",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",714.310344827586,2020
"483",22484,"Reminiscence, Extraversion and Neuroticism","(SOC) Psychology;","Institute of Psychiatry, University of London;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1960-08-01,"10.2466/pms.1960.11.1.21",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",714.310344827586,2020
"484",22483,"Reminiscence on the Spiral After-Efect as a Function of Length of Rest and Number of Pre-Rest Trials","(SOC) Psychology;","Institute of Psychiatry, University of London;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck;Sybil B G Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1960-04-01,"10.2466/pms.1960.10.2.93",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",718.310344827586,2020
"485",22482,"Reminiscence and Learning: One or Many?","(SOC) Psychology;","MRC Clinical Research Centre; Institute of Psychiatry;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","C D Frith;Hans J Eysenck","http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901993",32037960,1982-04-01,"10.2466/pms.1982.54.2.494",0,"Expression of concern","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",454.310344827586,2020
"486",22395,"The Prediction of Death from Cancer by Means of Personality/Stress Questionnaire: Too Good to Be True","(HSC) Medicine - Oncology;(HSC) Public Health and Safety;(SOC) Psychology;","Institute of Psychiatry, University of London;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Hans J Eysenck","http://retractionwatch.com/?s=eysenck;http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901994",32037959,1990-08-01,"10.2466/pms.1990.71.1.216",2235261,"Retraction","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",354.310344827586,2020
"487",22394,"Antismoking Attitudes and General Prejudice: An Empirical Study","(HSC) Public Health and Safety;","Institute of Psychiatry, University of London;","Perceptual and Motor Skills","SAGE Publications","United Kingdom","Ronald Grossarth-Maticek;Hans J Eysenck;Hermann Vetter","http://retractionwatch.com/?s=eysenck;http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901994",32037959,1988-06-01,"10.2466/pms.1988.66.3.927",3405719,"Retraction","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",380.310344827586,2020
"488",22393,"Sport Activity and Personality as Elements in Preventing Cancer and Coronary Heart Disease","(HSC) Medicine - Cardiovascular;(HSC) Medicine - Sports;(HSC) Public Health and Safety;","Institute of Psychiatry, University of London; Institut fÃ¼r Immunologie, KÃ¶ln University; Institut fÃ¼r Sport und Sportswissenschaft, UniversitÃ¤t Heidelberg; Institut fÃ¼r Statistik und Mathematische Wirtschaftstheorie, UniversitÃ¤t Karlsruhe; Medical Faculty, University of Belgrade; UniversitÃ¤tklinik, Heidelberg; Sportsmedizinisches Institut, UniversitÃ¤t Paderborn;","Perceptual and Motor Skills","SAGE Publications","Denmark;Germany;Serbia;United Kingdom","Ronald Grossarth-Maticek;Hans J Eysenck;Gerhard Uhlenbruck;Hermann Rieder;Hermann Vetter;C Freesemann;Lyobasa Rakic;G Gallasch;D T Kanazir;H Liesen","http://retractionwatch.com/?s=eysenck;http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/","Research Article;",2020-02-10,"10.1177/0031512520901994",32037959,1990-08-01,"10.2466/pms.1990.71.1.199",2235259,"Retraction","+Concerns/Issues About Data;+Investigation by Company/Institution;","No","",354.310344827586,2020
"489",22287,"Macroscopic and microscopic investigation of Cr(VI) immobilization by nanoscaled zero-valent iron supported zeolite MCM-41 vis batch, visual, XPS and EXAFS techniques","(PHY) Chemistry;(PHY) Nanotechnology;(PHY) Physics;","College of Environmental Science and Engineering, North China Electric Power University, Beijing 102206, PR China; NAAM Research Group, Faculty of Science, King Abdulaziz University, Jeddah 21589, Saudi Arabia; Guangdong Provincial Key Laboratory of Radionuclides Pollution Control and Resources, Guangzhou 510006, China;","Journal of Cleaner Production","Elsevier","China;Saudi Arabia","Zhongshan Chen;Dongli Wei;Qian Li;Xiangxue Wang;Shujun Yu;Lu Liu;Bei Liu;Shengyu Xie;Jian Wang;Diyun Chen;Tasawar Hayat;Xiangke Wang","","Research Article;",2019-05-01,"10.1016/j.jclepro.2019.04.235",0,2018-02-03,"10.1016/j.jclepro.2018.01.231",0,"Correction","+Error in Image;","No","",14.9333333333333,2019
"490",22080,"Sorry by Size: How the Number of Apologizers Affects Apology Effectiveness","(B/T) Business - Public Relations;(SOC) Sociology;","Zhongnan University of Economics and Law, 182 Nanhu Street, Wuhan, China; University of Toronto Scarborough, 1265 Military Trail, Toronto, ON, Canada M1C 1A4;","Journal of Consumer Research","Oxford Academic","Canada;China","Yaxuan Ran;Sam J Maglio","http://retractionwatch.com/2020/01/27/duplicated-study-of-apologizers-leads-to-a-retraction-and-an-apology/","Research Article;",2020-01-20,"10.1093/jcr/ucaa002",0,2019-11-08,"10.1093/jcr/ucz056",0,"Retraction","+Concerns/Issues About Authorship;+Duplication of Article;+Euphemisms for Duplication;","No","",2.38709677419355,2020
"491",22018,"Employability and Labour Underutilisation in Non-Metropolitan Labour Markets","(B/T) Business - Economics;(B/T) Business - Management;","Urban Research Program, Griffith Univeristy, Nathan, QLD 4111, Australia; Centre of Full Employment and Equity, University of Newcastle, Callaghan, NSW 2308, Australia;","Regional Studies","Taylor and Francis","Australia","Scott Baum;Anthea Bill;William F Mitchell","","Research Article;",2011-02-02,"10.1080/00343404.2011.554207",0,2009-08-01,"10.1080/00343400802154565",0,"Retraction","+Duplication of Article;","No","",18.0357142857143,2011
"492",21960,"Psychological factors as determinants of success in football and boxing: The effects of behaviour therapy","(SOC) Sports and Recreation;","U London, Inst of Psychiatry, England;","International Journal of Sport Psychology","Edizioni Luigi Pozzi","United Kingdom","Ronald Grossarth-Maticek;Hans J Eysenck;Hermann Rieder;Lyobasa Rakic","http://retractionwatch.com/?s=eysenck;http://retractionwatch.com/2020/01/21/journal-retracts-30-year-old-paper-by-controversial-psychologist-hans-eysenck/","Research Article;",2020-01-11,"unavailable",0,1990-03-01,"unavailable",0,"Retraction","+Concerns/Issues About Data;+Date of Retraction/Other Unknown;+Investigation by Company/Institution;","No","",358.322580645161,2020
"493",21909,"Design and Analysis of Experiments on Nonconvex Regions","(PHY) Physics;","Department of Statistics, The Ohio State University, Columbus, OH 43210; Department of Statistics & Actuarial Sciences, Simon Fraser University Burnaby, V5A 1S6, B.C., Canada; Department of Earth Sciences, Simon Fraser University Burnaby, V5A 1S6, B.C., Canada;","Technometrics","Taylor and Francis","Canada;United States","Matthew T Pratola;Ofir Harari;Derek Bingham;Gwenn E Flowers","","Research Article;",2018-01-26,"10.1080/00401706.2018.1424467",0,2017-01-31,"10.1080/00401706.2015.1115674",0,"Retraction","+Notice - Limited or No Information;","No","",11.8387096774194,2018
"494",21844,"PRM Scale: An Innovative Tool for Indian Automobile Sector","(B/T) Business - Management;(B/T) Business - Manufacturing;","ABV-Indian Institute of Information Technology & Management Gwalior, India;","Management and Labour Studies","SAGE Publications","India","Anuja Agarwal;Deepali Singh","","Research Article;",2019-12-16,"10.1177/0258042X19885279",0,2015-09-16,"10.1177/0258042X15578017",0,"Retraction","+Duplication of Article;","No","",51,2019
"495",21821,"Signal fusion-based deep fast random forest method for machine health assessment","(B/T) Business - Manufacturing;(B/T) Technology;","Discipline of ICT | School of Technology, Environments and Design, University of Tasmania, Hobart, tas7005, Australia; School of engineering, University of Tasmania, Hobart, tas7005, Australia;","Journal of Manufacturing Systems","Elsevier","Australia","Nanqi Yuan;Wenli Yang;Byeong Kang;Shuxiang Xu;Chengjing Li","","Research Article;",2019-11-20,"10.1016/j.jmsy.2019.09.003",0,2018-05-28,"10.1016/j.jmsy.2018.05.004",0,"Retraction","+Lack of Approval from Author;+Plagiarism of Article;","No","",17.741935483871,2019
"496",21783,"Testing for multiple bubbles in bitcoin markets: A generalized sup ADF test","(B/T) Business - Economics;(B/T) Technology;","School of Economics, Qingdao University, China; Department of Finance, Ocean University of China, China; Technological Center, Shandong Entry-Exit Inspection and Quarantine Bureau, China; School of Economics, Qingdao University, China;","Japan and the World Economy","Elsevier","China","Che Wei Su;Zheng Zheng Li;Ran Tao;Deng Kui Si","","Research Article;",2019-11-25,"10.1016/j.japwor.2019.100983",0,2018-03-23,"10.1016/j.japwor.2018.03.004",0,"Retraction","+Duplication of Article;","No","",20.0666666666667,2019
"497",21777,"The Social Context of Latino Threat and Punitive Latino Sentiment","(SOC) Sociology;","Florida State University, USA; Northeastern University, USA;","Social Problems","Oxford Academic","United States","Eric A Stewart;Ramiro Martinez Jr;Eric P Baumer;Marc Gertz","http://retractionwatch.com/2019/09/06/criminology-saga-leads-to-an-expression-of-concern-and-a-correction/;https://retractionwatch.com/2023/07/20/florida-university-fires-criminology-professor-blemished-by-retractions/","Research Article;",2019-11-23,"10.1093/socpro/spz052",0,2015-02-07,"10.1093/socpro/spu002",0,"Retraction","+Concerns/Issues About Data;+Error in Analyses;+Error in Data;+Upgrade/Update of Prior Notice;","No","",57.5333333333333,2019
"498",21776,"The Social Context of Criminal Threat, Victim Race, and Punitive Black and Latino Sentiment","(SOC) Sociology;","Florida State University; University of Maryland; University of Delaware;","Social Problems","Oxford Academic","United States","Eric A Stewart;Brian D Johnson;Patricia Y Warren;Jordyn L Rosario;Cresean Hughes","http://retractionwatch.com/2019/09/06/criminology-saga-leads-to-an-expression-of-concern-and-a-correction/;https://retractionwatch.com/2023/07/20/florida-university-fires-criminology-professor-blemished-by-retractions/","Research Article;",2019-11-23,"10.1093/socpro/spz051",0,2018-03-12,"10.1093/socpro/spy003",0,"Retraction","+Concerns/Issues About Data;+Error in Analyses;+Error in Data;+Upgrade/Update of Prior Notice;","No","",20.3666666666667,2019
"499",21695,"Proud to Belong or Proudly Different Lay Theories Determine Contrasting Effects of Incidental Pride on Uniqueness Seeking","(B/T) Business - Marketing;(SOC) Psychology;","Lingnan College, Sun Yat-sen University, Guangzhou, China; Rotman School of Management, University of Toronto, 105 St. George Street, Toronto, ON M5S 3E6, Canada; Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong;","Journal of Consumer Research","Oxford Academic","Canada;China;Hong Kong","Xun Huang;Ping Dong;Anirban Mukhopadhyay","","Research Article;",2019-11-22,"10.1093/jcr/ucz057",0,2014-06-19,"10.1086/677225",0,"Retraction","+Error in Analyses;+Error in Data;+Unreliable Results;","No","",65.1,2019
"500",21637,"Analyses of Economic Development Based on Different Factors","(B/T) Business - Economics;","University of Pristina, Faculty of Agriculture, Lesak, Serbia; University of Pristina, Faculty of Technical Sciences, Kosovska Mitrovica, Serbia; Business School of Applied Studies in Blace, Blace, Serbia;","Computational Economics","Springer","Serbia","Goran Maksimovic;Srdjan Jovic;David Jovovic;Marina Jovovic","","Research Article;",2019-11-16,"10.1007/s10614-019-09946-3",0,2017-12-12,"10.1007/s10614-017-9786-1",0,"Retraction","+Concerns/Issues About Authorship;+Euphemisms for Plagiarism;+Plagiarism of Article;","No","",23.1333333333333,2019
"501",21633,"Reconstructing disasters and adaptation scenario of nineteenth-century Kashmir","(HUM) History - Asia;","Department of Geology, Nawakadal School; Department of Geography & Regional Development, University of Kashmir; Department of Statistics, DIET Srinagar;","Disasters","Wiley","India","Bashir Ahmad;Akhtar Alam;M Sultan Bhat;Kurshid A Bhat","","Research Article;",2019-11-06,"10.1111/disa.12364",31231839,2019-06-24,"10.1111/disa.12364",31231839,"Retraction","+Notice - Limited or No Information;+Withdrawal;","No","",4.41935483870968,2019
"502",21609,"Analysis of influential factors for predicting the shear strength of a V-shaped angle shear connector in composite beams using an adaptive neuro-fuzzy technique","(B/T) Computer Science;(PHY) Engineering - Structural;","Department of Civil Engineering, Birjand University of Technology, Birjand, Iran; Department of Civil Engineering, University of Malaya, Kuala Lumpur, Malaysia; UTM CRC, Institute for Smart Infrastructure and Innovative Construction, UTM, Johor Bahru, Malaysia; University of Nis, Pedagogical Faculty in Vranje, Vranje, Serbia;","Journal of Intelligent Manufacturing","Springer","Iran;Malaysia;Serbia","I Mansouri;M Shariati;Maryam Safa;Z Ibrahim;M M Tahir;Dalibor Petkovic","","Research Article;",2019-11-12,"10.1007/s10845-019-01493-w",0,2017-03-06,"10.1007/s10845-017-1306-6",0,"Retraction","+Concerns/Issues About Authorship;+Unreliable Results;","No","",32.2,2019
"503",21606,"Appraisal of Science and Economic Factors on Total Number of Granted Patents","(B/T) Business - Economics;(B/T) Government;","Faculty of Mechanical Engineering, University of Nis, Nis, Serbia;","Networks and Spatial Economics","Springer","Serbia","Dusan Markovic","","Research Article;",2019-11-12,"10.1007/s11067-019-09488-z",0,2017-11-21,"10.1007/s11067-017-9373-y",0,"Retraction","+Concerns/Issues About Authorship;+Concerns/Issues About Results;","No","",23.7096774193548,2019
"504",21594,"Do Institutional Investors Demand Public Disclosure","(B/T) Business - Economics;(B/T) Business - Management;(B/T) Business - Public Relations;","Tepper School of Business; Carnegie Mellon Univeristy;","The Review of Financial Studies","Oxford Academic","United States","Andrew Bird;Stephen A Karolyi","http://retractionwatch.com/2019/01/15/after-more-than-a-year-of-back-and-forth-an-accounting-journal-retracts-a-paper-on-tax-avoidance/","Research Article;",2019-11-02,"10.1093/rfs/hhz113",0,2016-08-06,"10.1093/rfs/hhw062",0,"Correction","+Error in Text;","No","",38.8709677419355,2019
"505",21588,"An architecture of agent-based multi-layer interactive e-learning and e-testing platform","(B/T) Computer Science;(B/T) Technology;(SOC) Education;","Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, Malaysia; Departmnet of Computer Science, COMSATS Institute of Information Technology Islamabad, Islamabad, Pakistan; Faculty of Computer Science and Information Technology, Department of Computer System and Technology, University of Malaya, Kuala Lumpur, Malaysia; Department of Computer Science, Chalous Branch, Islamic Azad University (IAU), Chalous, Mazandaran, Iran Universiti Teknikal Malaysia Melaka, Durian Tunggal, Malaysia; Department of Automation and Applied Informatics, University of Arad, Arad, Romania;","Quality & Quantity","Springer","Iran;Malaysia;Pakistan;Romania","Muhammad Arif;Manzoor Illahi;Ahmad Karim;Shahaboddin Shamshirband;Khubaib Amjad Alam;Shahid Farid;Salman Iqbal;Zolkepli Buang;Valentina Emilia Balas","","Research Article;",2019-11-09,"10.1007/s11135-019-00948-9",0,2014-10-31,"10.1007/s11135-014-0121-9",0,"Retraction","+Concerns/Issues About Authorship;+Fake Peer Review;+Unreliable Data;","No","",60.3,2019
